Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating,similarity_factor
Jiska Koi Nahin,Manna Dey,BollywoodMotivational,Laawaris,,0.0
Hare Krishna Hare Ram,"Armaan Malik, Ritika",BollywoodDance,Commando 2,,0.0
Ram Kare Aisa Ho Jaye,Mukesh,BollywoodRomantic,Milan,,0.0
Dhaakad,Raftaar,Bollywood,Dangal,,0.0
Neela Aasman So Gaya,Amitabh Bachchan,BollywoodRomantic,Silsila,,0.0
Dhoondo Dhoondo Re Sajna,Lata Mangeshkar,BollywoodRomantic,Gunga Jumna,,0.0
Dushman Dil Ka Jo,Kavita Krishnamurthy,BollywoodDance,Roop Ki Rani Choron Ka Raja,,0.0
Kaun Kisi Ko Baandh Saka,Mohammed Rafi,BollywoodDance,Kaalia,,0.0
Dekhiye Aji Jaaneman,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Kya Kehna,,0.0
Salamat Rahe Dostana Hamara,"Kishore Kumar, Mohammed Rafi",Bollywood,Dostana,,0.0
Shirdi Wale Sai Baba,Mohammed Rafi,BollywoodDevotional,Amar Akbar Anthony,,0.0
Zulf Ki Chhaon Mein,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Phir Wohi Dil Laya Hoon,,0.0
Pehla Pehla Pyar,S.P. Balasubrahmanyam,BollywoodRomantic,Hum Aapke Hain Koun,,0.0
Shanivaar Raati,"Arijit Singh, Shalmali Kholgade",BollywoodDance,Main Tera Hero,,0.0
Tu Mujhe Suna,"Nitin Mukesh, Suresh Wadkar",BollywoodRomantic,Chandni,,0.0
Swag Se Swagat,"Neha Bhasin, Vishal Dadlani",BollywoodDance,Tiger Zinda Hai,,0.0
Aha Aha,Falguni Pathak,BollywoodRomantic,Na Tum Jaano Na Hum,,0.0
Lakh Chhupao Chhup Na Sakega,Lata Mangeshkar,BollywoodDance,Asli Naqli,,0.0
Tum Par Hum Hai Atke Yaara,"Kavita Krishnamurthy, Kumar Sanu",BollywoodDance,Pyaar Kiya To Darna Kya,,0.0
Aaj Ki Party,Mika Singh,BollywoodDance,Bajrangi Bhaijaan,,0.0
Main Hoon Roop Ki Rani,Kavita Krishnamurthy,BollywoodDance,Roop Ki Rani Choron Ka Raja,,0.0
Sajna Mein Teri Tu Mera,"Anuradha Paudwal, Vipin Sachdeva",BollywoodRomantic,Beta,,0.0
Chamak Challo Chel Chabeli,"Kumar Sanu, Shreya Ghoshal",Bollywood,Rowdy Rathore,,0.0
Saawan Mein Lag Gayi Aag,Mika Singh,BollywoodDance,Woodstock Villa,,0.0
Kitni Hasrat Hain Humein,"Kumar Sanu, Sadhana Sargam",BollywoodRomantic,Sainik,,0.0
Taiyabali Pyar Ka Dushman,Javed Ali,BollywoodDance,Once Upon A Time In Mumbaai Dobara,,0.0
Gore Mukhde Pe Zulfa Di Chaava,"Aaman Trikha, Shabab Sabri, Shreya Ghoshal",BollywoodDance,Special 26,,0.0
Is Pyar Se Meri Taraf Na Dekho,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Chamatkar,,0.0
Ooh La La,"Bappi Lahiri, Shreya Ghoshal",BollywoodDance,The Dirty Picture,,0.0
Sawan Ka Mahina,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Milan,,0.0
Meri Shaadi Karvado,"Sapna Awasthi Singh, Udit Narayan",BollywoodDance,Jis Desh Mein Ganga Rehta Hai,,0.0
Tandoori Nights,"Himesh Reshammiya, Sunidhi Chauhan",BollywoodDance,Karzzz,,0.0
Patthar Ke Sanam,Mohammed Rafi,BollywoodSad,Patthar Ke Sanam,,0.0
Na Na Karte Pyar,Alka Yagnik,BollywoodDanceRomantic,Dhadkan,,0.0
Jumme Kie Raat Hai (Remix),"Mika Singh, Palak Muchhal",BollywoodDance,Kick,,0.0
Ae Bhai Zara Dekh Ke Chalo,Manna Dey,BollywoodDance,Mera Naam Joker,,0.0
Yeh Mera Dil Yaar Ka Diwana,Asha Bhosle,BollywoodDance,Don,,0.0
Laila,"Anand Raaj Anand, Mika Singh, Sunidhi Chauhan",BollywoodDance,Shootout at Wadala,,0.0
Baat Ban Jaaye,"Priya Saraiya, Siddharth Basrur",BollywoodDanceRomantic,A Gentleman,,0.0
Trippy,"Himesh Reshammiya, Neha Kakkar",BollywoodDance,Aap Se Mausiiquii,,0.0
De De Pyaar De,Kishore Kumar,BollywoodDance,Sharaabi,,0.0
Cheez Badi,"Neha Kakkar, Udit Narayan",BollywoodDance,Machine,,0.0
Laila O Laila,"Amit Kumar, Kanchan",BollywoodDance,Qurbani,,0.0
Hum Badi Door Chale Aaye,"Shraddha Pandit, Sonu Nigam",BollywoodRomantic,Sangharsh,,0.0
Khullam Khulla Pyaar Karen,"Jojo Mukherjee, Sunidhi Chauhan",BollywoodDance,Khullam Khulla Pyaar Karen,,0.0
Ullu ka Pattha,"Arijit Singh, Nikhita Gandhi",Bollywood,Jagga Jasoos,,0.0
Tune Maari Entriyaan (Bangla Version),"Bappi Lahiri, Monali Thakur",BollywoodDance,Gunday,,0.0
Mujse Shaadi Karogi,"Alka Yagnik, Kumar Sanu, Shankar Mahadevan, Suresh Wadkar",BollywoodRomantic,Dulhan Hum Le Jayenge,,0.0
Laila Majnu,"Javed Ali, Monali Thakur",BollywoodDance,Awesome Mausam,,0.0
Rimjhim Ke Tarane Leke Aai Barsaat,"Geeta Dutt, Mohammed Rafi",BollywoodRomantic,Kala Bazar,,0.0
Wajah Tum Ho,Armaan Malik,BollywoodRomanticSensual,Hate Story 3,,0.0
Aaja Aaja Re Tujhko,"Asha Bhosle, Mahendra Kapoor",BollywoodRomantic,Gumrah,,0.0
Is Pal Ki Soch,Harshdeep Kaur,BollywoodDance,Halla Bol,,0.0
Tanhai Tanhai,"Alka Yagnik, Udit Narayan",BollywoodDance,Koyla,,0.0
Chaar Botal Vodka,Yo Yo Honey Singh,BollywoodDance,Ragini MMS 2,,0.0
Pal Pal Dil Ke Paas,Kishore Kumar,BollywoodRomantic,Blackmail,,0.0
Selfie Le Le Re,"Badshah, Nakash Aziz, Pritam, Vishal Dadlani",BollywoodDance,Bajrangi Bhaijaan,,0.0
Fevicol Se,"Keerthi Sagathia, Mamta Sharma, Shadab Faridi, Uvie, Wajid",BollywoodDance,Dabangg 2,,0.0
Jeena Yahan Marna Yahan,Mukesh,BollywoodSad,Mera Naam Joker,,0.0
Chaar Dina Ki,"Imran Khan, Pankaj Kapur, Prem Dehati",BollywoodDance,Matru Ki Bijlee Ka Mandola,,0.0
Tishnagi,"Dev Negi, Sunidhi Chauhan",BollywoodSensual,Tishnagi,,0.0
Jane Kahan Gaye Woh Din,Mukesh,BollywoodSad,Mera Naam Joker,,0.0
Na Na Na Re,"Daler Mehndi, Sudesh Bhonsle",BollywoodDance,Mrityudaata,,0.0
Khel Wohi Phir Aaj Tu Khela,Kavita Krishnamurthy,BollywoodDance,Nigahen,,0.0
Tera Bemar Mera Dil,"Kavita Krishnamurthy, Mohammad Aziz",BollywoodDance,Chaalbaaz,,0.0
Ishq Ki Galee,"Jayesh Gandhi, Rahat Fateh Ali Khan",BollywoodSad,Bollywood HeightsMilenge Milenge,,0.0
Badle Badle Mere Sarkar,Lata Mangeshkar,BollywoodSad,Chaudhvin Ka Chand,,0.0
Mujhse Mohabbat Ka,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Hain Rahi Pyaar Ke,,0.0
Dil Mein Dard Sa Jaga Hai,"Alka Yagnik, Udit Narayan",BollywoodDance,Kranti,,0.0
Kaabil Hoon,"Jubin Nautiyal, Palak Muchhal",BollywoodRomantic,Kaabil,,0.0
Anarkali Disco Chali,"Mamta Sharma, Sukhwinder Singh",BollywoodDance,Housefull 2,,0.0
Bichdann,Rahat Fateh Ali Khan,BollywoodSad,Son of Sardaar,,0.0
Saajan Saajan,"Alka Yagnik, Kumar Sanu, Udit Narayan",BollywoodDanceRomantic,Dil Ka Rishta,,0.0
Jalte Diye,"Anwesshaa, Harshdeep Kaur, Shabab Sabri, Vineet Singh",BollywoodRomantic,Prem Ratan Dhan Payo,,0.0
Tujhe Yaad Na Meri Aayee,"Alka Yagnik, Manpreet Akhtar, Udit Narayan",BollywoodSad,Kuch Kuch Hota Hai,,0.0
Chhoti Chhoti Raatein,"Anuradha Paudwal, Sonu Nigam",BollywoodDanceRomantic,Tum Bin,,0.0
Palat Tera Hero Idhar Hai,Arijit Singh,BollywoodDanceRomantic,Main Tera Hero,,0.0
Meri Wafayen Yaad Karoge,"Asha Bhosle, Kumar Sanu",BollywoodSad,Sainik,,0.0
Jaaneman Jaane Jaan,"Alka Yagnik, Sonu Nigam",BollywoodDance,Kya Kehna,,0.0
Dil Mein Baji Pyar Ki Shehnaiyan,Lata Mangeshkar,BollywoodDance,Kohinoor,,0.0
Hai Dil,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dil Ka Rishta,,0.0
Dil Na Diya,Kunal Ganjawala,BollywoodDance,Krrish,,0.0
Bum Mein Dum,Aaman Trikha,BollywoodDance,Shaukeen Kaminay,,0.0
Assalaam Vaalekum,Himesh Reshammiya,BollywoodDance,Aap Kaa Surroor,,0.0
Aashiq Surrender Hua,"Amaal Mallik, Shreya Ghoshal",BollywoodDance,Badrinath Ki Dulhania,,0.0
Hum Pyaar Hai Tumhare,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Haan Maine Bhi Pyaar Kiya,,0.0
Munni Badnam Hui,"Aishwarya, Mamta Sharma",BollywoodDance,Dabangg,,0.0
Aankh Marey,"Kumar Sanu, Mika Singh, Neha Kakkar",BollywoodDance,Simmba,,0.0
Tu Roop Ki Rani Main Choron Ka Raja,"Lata Mangeshkar, Talat Mahmood",BollywoodDance,Roop Ki Rani Choron Ka Raja,,0.0
Chhad Zid Karna,"Anuradha Paudwal, Udit Narayan",BollywoodDance,Pyaar Kiya To Darna Kya,,0.0
Kitaben Bahut Si,"Asha Bhosle, Vinod Rathod",BollywoodDance,Baazigar,,0.0
Paas Woh Aane Lage,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Main Khiladi Tu Anari,,0.0
Khatam Kahani,"Jyoti Nooran, Sultana Nooran, Vishal Mishra",Bollywood,Qarib Qarib Single,,0.0
Ham The Jinke Sahare,Lata Mangeshkar,BollywoodSad,Safar,,0.0
Manva Likes To Fly,Shalmali Kholgade,BollywoodDance,Tumhari Sulu,,0.0
The Dirty Mashup,Multiple,BollywoodDance,Single,,0.0
Rang Birangi Rakhee Lekar,Lata Mangeshkar,BollywoodDance,Anpadh,,0.0
Sexy Baliye,Mika Singh,BollywoodDance,Dil Chahta Hai,,0.0
Naina Lad Jaihen,Mohammed Rafi,BollywoodDance,Gunga Jumna,,0.0
Chal Akela Chal Akela,Mukesh,BollywoodDance,Sambandh,,0.0
Pandey Jee Seeti,"Mamta Sharma, Shreya Ghoshal, Wajid",BollywoodDance,Dabangg 2,,0.0
Kaise Piya Se,Lata Mangeshkar,BollywoodRomantic,Bewafaa,,0.0
Hum Tumhare Hain Sanam,"Anuradha Paudwal, Udit Narayan",BollywoodRomantic,Hum Tumhare Hain Sanam,,0.0
Apni Bhi Kya Zindagi Hai,Mukesh,BollywoodSad,Aas Ka Panchhi,,0.0
Yeh Desh Hai Veer Jawanon Kaa,Mohammed Rafi,BollywoodPatriotic,Naya Daur,,0.0
Heeriye,"Deep Money, Meet Bros, Neha Bhasin",BollywoodDanceRomantic,Race 3,,0.0
Abhi Abhi,K.K.,BollywoodRomanticSad,Jism 2,,0.0
Yeh Mera Prem Patra,Mohammed Rafi,BollywoodRomantic,Sangam,,0.0
Dard Dilo Ke  (Reprise),Mohammed Irfan,BollywoodDance,The Xpose,,0.0
I Am A Disco Dancer,Bappi Lahiri,BollywoodDance,Disco Dancer,,0.0
Tere Ishq Mein Naachenge,"Alisha Chinai, Kumar Sanu, Sapna Mukharji",BollywoodDance,Raja Hindustani,,0.0
Photocopy,"Himesh Reshammiya, Keerthi Sagathia, Palak Muchhal",BollywoodDance,Jai Ho,,0.0
Aaja Shaam Hone Aayi,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Maine Pyar Kiya,,0.0
Radha Nachegi,"Danish Sabri, Ritu Pathak, Shabab Sabri",BollywoodDance,Tevar,,0.0
Jadugar Ka Jadoo,Suresh Wadkar,BollywoodDance,Toofan,,0.0
Tu Rootha Dil Toota,Kishore Kumar,BollywoodSad,Yaarana,,0.0
Chote Bade,"Ankit Tiwari, Mika Singh",BollywoodDance,Fry Day,,0.0
High Heels Te Nachche,"Aditi Singh Sharma, Jaz Dhami, Meet Bros",BollywoodDance,Ki & Ka,,0.0
Jiyo Re Baahubali,"Daler Mehndi, Ramya Behara, Sanjeev Chimmalgi",BollywoodDance,Baahubali 2,,0.0
O Sahiba O Sahiba,"Kavita Krishnamurthy, Sonu Nigam",BollywoodSad,Dil Hai Tumhaara,,0.0
So Gaya Yeh Jahan,"Alka Yagnik, Nitin Mukesh, Shabbir Kumar",BollywoodDance,Tezaab,,0.0
Yeh Raaste Hai Pyaar Ke,"Jaspinder Narula, Shaan",BollywoodDance,Yeh Raaste Hain Pyaar Ke,,0.0
Maine Pyar Kiya,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Maine Pyar Kiya,,0.0
Jhoot Nahin Bolna,"Himesh Reshammiya, Shreya Ghoshal",BollywoodDance,Aap Kaa Surroor,,0.0
Ek Do Teen,Alka Yagnik,BollywoodDance,Tezaab,,0.0
Ek Haseena Thi,"Himesh Reshammiya, Shreya Ghoshal",BollywoodDance,Karzzzz,,0.0
Do Me A Favour Lets Play Holi,"Anu Malik, Sunidhi Chauhan",BollywoodDance,Waqt- The Race Against Time,,0.0
O Mehbooba,Mukesh,BollywoodRomantic,Sangam,,0.0
Lagi Aaj Sawan Ki,"Anupama Deshpande, Suresh Wadkar",BollywoodRomantic,Chandni,,0.0
Aaj Kehna Zaroori Hai,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Andaaz,,0.0
Pyar Ka Anjaam,"Alka Yagnik, Kumar Sanu, Sapna Mukherjee",BollywoodRomantic,Bewafaa,,0.0
Jab Haal E Dil Tumse Kehne Ko,Alka Yagnik,BollywoodDance,Salaami,,0.0
Laila Main Laila,Pawni Pandey,BollywoodDance,Raees,,0.0
Babbe Mast,"ALTAMAS FARIDI, Sonu Kakkar",BollywoodDance,What The Fish,,0.0
Is Shaane Karam Ka  Qawali,Nusrat Fateh Ali Khan,BollywoodDevotional,Kachche Dhaage,,0.0
Sachi Muchi,"Harshdeep Kaur, Mohit Chauhan",BollywoodDance,Sultan,,0.0
Teri Zulfon Se Judai To,Mohammed Rafi,BollywoodRomantic,Jab Pyar Kisi Se Hota Hai,,0.0
Choli Ke Peeche Kya Hai (Female),"Alka Yagnik, Vinod Rathod",BollywoodDance,Khal Nayak,,0.0
Saawli Saloni Teri,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Sub Chor Hain,,0.0
Chichora Piya,"Himesh Reshammiya, Shalmali Kholgade",BollywoodDance,Action Jackson,,0.0
Deewane Hai Deewanon Ko,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Zanjeer,,0.0
Tune Maari Entriyaan (Remix),"Bappi Lahiri, KK, Neeti Mohan, Vishal Dadlani",BollywoodDance,Gunday,,0.0
Dil To Pagal Hai,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Dil To Pagal Hai,,0.0
Pink Lips,"Anjjan, Khushhboo Grewal, Meet Bros",BollywoodDance,Hate Story 2,,0.0
Chori Chori Chori Se,"Amitabh Bachchan, Jaspinder Narula, Sonu Nigam",BollywoodDance,Sooryavansham,,0.0
Keeda,"Himesh Reshammiya, Neeti Mohan",BollywoodDance,Action Jackson,,0.0
Saanson Ki Mala,Kavita Krishnamurthy,BollywoodDance,Koyla,,0.0
Chin Chin Chu,"Jassi Gill, Sonakshi Sinha",BollywoodDance,Happy Phirr Bhaag Jayegi,,0.0
Itna Sannata Kyun Hai,"Aditi Singh Sharma, Amit Mishra",BollywoodDance,Golmaal Again,,0.0
Go Go Govinda (Reprise),"Aaman Trikha, Shreya Ghoshal",BollywoodDance,OMG Oh My God!,,0.0
Prem Jaal Mein,"Anuradha Sriram, Sukhwinder Singh",BollywoodDanceRomantic,Jis Desh Mein Ganga Rehta Hai,,0.0
Sunny Sunny,Yo Yo Honey Singh,BollywoodDance,Yaariyan,,0.0
Hatt Ja Tau,Sunidhi Chauhan,BollywoodDance,Veerey Ki Wedding,,0.0
Hard Hard,"Mika Singh, Prakriti Kakar, Sachet Tandon",BollywoodDance,Batti Gul Meter Chalu,,0.0
De Di Azadi Hamen Bina,Asha Bhosle,BollywoodPatriotic,Jagriti,,0.0
Band Baaja Baaraat Mashup,Multiple,BollywoodDance,Band Baaja Baaraat,,0.0
Dhak Dhak Karne Laga,"Anuradha Paudwal, Udit Narayan",BollywoodRomantic,Beta,,0.0
Jumme Ki Raat,"Mika Singh, Palak Muchhal",BollywoodDance,Kick,,0.0
Mujhe Tumse Mohabbat Hai,"Shaan, Shreya Ghoshal",BollywoodDanceRomantic,Tumsa Nahin Dekha,,0.0
Bewafa Beauty,Pawni Pandey,Bollywood,Black Mail,,0.0
Neela Dupatta,"Abhijeet, Alka Yagnik",BollywoodDance,Hameshaa,,0.0
Har Subah,"K. S. Chithra, Kumar Sanu",BollywoodRomantic,Sooryavansham,,0.0
Usire Usire,"Shaan, Shreya Ghoshal",BollywoodDanceRomantic,Hebbuli,,0.0
Tamma Tamma Loge,"Anuradha Paudwal, Bappi Lahiri",BollywoodDance,Thanedaar,,0.0
Nimbooda Nimbooda,"Ismail Darbar, Kavita Krishnamurthy",BollywoodDance,Hum Dil De Chuke Sanam,,0.0
Jab Mehndi Lag Lag Jaave,"Shreya Ghoshal, Sonu Nigam",BollywoodDance,Singh Saab The Great,,0.0
Aaj Udta Hua Ek Panchhi,Mohammed Rafi,BollywoodDance,Gehra Daag,,0.0
Ooee Baba,"Abhijeet, Alka Yagnik, Sapna Mukherjee",BollywoodDance,Judaai,,0.0
Sanam Re,Arijit Singh,BollywoodRomantic,Sanam Re,,0.0
Go Go Govinda,"Aman Trikha, Shreya Ghoshal",BollywoodDance,OMG Oh My God!,,0.0
Sultan (Mashup),Multiple,BollywoodDance,Sultan,,0.0
Sai Baba Bolo (Album Version),"Anup Jalota, Anuradha Paudwal, Jani Baboo, Mohammed Rafi",BollywoodDevotional,Shirdi Ke Sai Baba,,0.0
Ho Nahi Sakta,Udit Narayan,BollywoodRomantic,Diljale,,0.0
Humko Tumse Ho Gaya Hai Pyar,"Kishore Kumar, Lata Mangeshkar, Mohammed Rafi, Mukesh",BollywoodDance,Amar Akbar Anthony,,0.0
Pinga,"Shreya Ghoshal, Vasihali Made",BollywoodDance,Bajirao Mastani,,0.0
Nayak Nahi Khalnayak Hoon Main,"Kavita Krishnamurthy, Vinod Rathod",BollywoodDance,Khal Nayak,,0.0
Tere Chehre Pe,"Kumar Sanu, Sonali Vajpai",BollywoodRomantic,Baazigar,,0.0
Sar Se Sarke,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Silsila,,0.0
Dum Duma Dum,"Anuradha Paudwal, Udit Narayan",BollywoodDance,Dil,,0.0
Wada Karle Sajna Tere Bina,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Haath Ki Safai,,0.0
Desi Look,Kanika Kapoor,BollywoodDance,Ek Paheli Leela,,0.0
Bhangra Ta Sajda,"Neha Kakkar, Romy, Shashwat Sachdev, Surya Ragunaathan",BollywoodDance,Veere Di Wedding,,0.0
Har Dil Jo Pyar Karega,"Lata Mangeshkar, Mahendra Kapoor, Mukesh",BollywoodDance,Sangam,,0.0
Bad Baby,"Badshah, Gippy Grewal",BollywoodDance,Second Hand Husband,,0.0
Kab Chand Ban Ker,"Abhijeet Sawant, Sanjay Pathak, Santosh Singh",BollywoodDance,Lottery,,0.0
Raah Mein Unse Mulaqat,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Vijaypath,,0.0
Oye Hichki,Harshdeep Kaur,BollywoodDance,Hichki,,0.0
Sab Kuchh Bhula Diya,"Sapna Awasthi, Sonu Nigam",BollywoodSad,Hum Tumhare Hain Sanam,,0.0
Kehti Hai Jhuki Jhuki Nazar,Suman Kalyanpur,BollywoodDance,Zindagi Aur Khwab,,0.0
Jag Ghoomeya,Rahat Fateh Ali Khan,BollywoodRomantic,Sultan,,0.0
Barsaat Ke Mausam Mein,"Kumar Sanu, Roop Kumar Rathod",BollywoodDance,Naajayaz,,0.0
Paayal Meri,"Alka Yagnik, Udit Narayan",BollywoodDance,Rajkumar,,0.0
Baap Ki Kasam,"Asha Bhosle, Kishore Kumar",BollywoodDance,Mawaali,,0.0
Tumhen Pa Ke Humne Jahan Pa Liya,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Gehra Daag,,0.0
Ho Maine Pyar Kiya,Lata Mangeshkar,BollywoodDance,Jis Desh Mein Ganga Behti Hai,,0.0
Main Kya Karoon Ram,Lata Mangeshkar,BollywoodDance,Sangam,,0.0
Dil To Dete Nahin,Asha Bhosle,BollywoodDance,Kaalia,,0.0
Mere Mehboob Mein Kya Nahin,"Asha Bhosle, Lata Mangeshkar",BollywoodDance,Mere Mehboob,,0.0
Nazar Mere Dil Ke Par,Mohammed Rafi,BollywoodDance,Jab Pyar Kisi Se Hota Hai,,0.0
Jugnu,Udit Narayan,BollywoodDance,Joker,,0.0
Parody,"Abhishek Nailwal, Aditi Paul, Aishwarya Nigam, Manoj Mishra, Sudesh Bhosle",BollywoodDance,Gang Of Ghosts,,0.0
Touch Me,"Asha Bhosle, Kishore Kumar",BollywoodRomantic,Himmat Aur Mehanat,,0.0
Woh Dekho Jala Ghar Kisi Ka,Lata Mangeshkar,BollywoodSad,Anpadh,,0.0
Daagh Na Lag Jaye,"Asha Bhosle, Mukesh",BollywoodDance,Mera Naam Joker,,0.0
O Piya O Piya,"Sadhana Sargam, Sukhwinder Singh",BollywoodRomantic,Jis Desh Mein Ganga Rehta Hai,,0.0
Pyar Kiya To Darna Kya,Lata Mangeshkar,BollywoodDance,Mughal-E-Azam,,0.0
Dil Jaane Na,"Mohit Chauhan, Neeti Mohan",BollywoodRomantic,Dil Juunglee,,0.0
Ek Do Teen Song,Shreya Ghoshal,BollywoodDance,Baaghi 2,,0.0
Pyar Nahin Karna,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Kachche Dhaage,,0.0
Tamma Tamma Again,"Anuradha Paudwal, Badshah, Bappi Lahiri",BollywoodDance,Badrinath Ki Dulhania,,0.0
Fevicol Se (Remix),"Mamta Sharma, Wajid",BollywoodDance,Dabangg 2,,0.0
Pyaara Bhaiya Mera,"Alka Yagnik, Kumar Sanu",BollywoodDance,Kya Kehna,,0.0
Kudiyan Sehar Diyan,"Alka Yagnik, Daler Mehndi",BollywoodDance,Arjun Pandit,,0.0
Phool Maangu Na Bahaar Maangu,"Alka Yagnik, Udit Narayan",BollywoodDance,Raja,,0.0
Hum Lakh Chupaye,"Asha Bhosle, Kumar Sanu",BollywoodRomantic,Jaan Tere Naam,,0.0
Mein Chali Mein Chali,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Professor,,0.0
Pardesi Pardesi,"Bela, Suresh Wadkar",BollywoodSad,Raja Hindustani,,0.0
Hum Hain Insaaf,"Babu Haabi, Naezy",Bollywood,Bhavesh Joshi Superhero,,0.0
Tanhaiyaan,Amit Mishra,BollywoodSad,Aksar 2,,0.0
Kisi Se Tum Pyaar Karo,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Andaaz,,0.0
Radio,"Amit Mishra, Kamaal khan",BollywoodDance,Tubelight,,0.0
Ramaiya Vatsavaiya,"Lata Mangeshkar, Mohammed Rafi, Mukesh",BollywoodDance,Shree 420,,0.0
Dil Jo Na Keh Saka,"Shail Hada, Shreya Ghoshal",BollywoodSad,Dil Jo Na Keh Saka,,0.0
Hamare Gaon Koi,"Asha Bhosle, Lata Mangeshkar",BollywoodDance,Professor,,0.0
Dekha Tujhe Toh,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Devdas,,0.0
Dulhan Hum Le Jayenge,"Alka Yagnik, Kumar Sanu, Sunita Rao",BollywoodRomantic,Dulhan Hum Le Jayenge,,0.0
Party Chale On,"Iulia Vantur, Mika Singh",BollywoodDance,Race 3,,0.0
Aa Jaana Aa Jaana,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Coolie No. 1,,0.0
Meri Zindagi Ek Pyaas,"Jaspinder Narula, Shankar Mahadevan",BollywoodSad,Judaai,,0.0
Tere Mere Beech Mein,"Mohit Chauhan, Sunidhi Chauhan",BollywoodRomantic,Shuddh Desi Romance,,0.0
Dam Bhar Jo Udhar Munh Phere,"Lata Mangeshkar, Mukesh",BollywoodDance,Awaara,,0.0
Bade Armanon Se,"Lata Mangeshkar, Mukesh",BollywoodDance,Malhar,,0.0
Sirf Tum,"Anuradha Paudwal, Hariharan",BollywoodDance,Sirf Tum,,0.0
Baba Meri Yeh Jawani,Falguni Pathak,BollywoodDance,Ghaath,,0.0
Mhare Hiwra Main Nache Mor,"Alka Yagnik, Anuradha Paudwal, Hariharan, Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",BollywoodDance,Hum Saath-Saath Hain,,0.0
"Gori Ka Sajan, Sajan Ki Gori","Mohammad Aziz, S. Janaki",BollywoodDance,Aakhree Raasta,,0.0
Megha Re Megha Re,"Ila Arun, Lata Mangeshkar",BollywoodDance,Lamhe,,0.0
Yari Hai Imaan Mera,Manna Dey,BollywoodDance,Zanjeer,,0.0
Nadiya Chale Chale Re Dhara,Manna Dey,BollywoodDance,Safar,,0.0
Mere Bhaiyaa Mere Chanda,Asha Bhosle,Bollywood,Kaajal,,0.0
Hey Ooi Amma Ooi Amma,Poornima,BollywoodDance,Raja Babu,,0.0
Mere Khwabon Mein Jo Aaye,Alka Yagnik,BollywoodDance,Soldier,,0.0
Jo Tumko Ho Pasand Wohi Baat Karenge,Mukesh,BollywoodRomantic,Safar,,0.0
Samajh Kar Chand Jis Ko,"Alka Yagnik, Vinod Rathod",BollywoodRomantic,Baazigar,,0.0
Rangreza,"Abhijeet Sawant, Pragya Patra",BollywoodRomantic,Rangreza,,0.0
Sweety,"Aishwarya Nigam, Monali Thakur",BollywoodDance,Bobby Jasoos,,0.0
I Love My India,"Hariharan, Kavita Krishnamurthy",BollywoodDance,Pardes,,0.0
Kya Khoob Lagti Ho,"Kanchan, Mukesh",BollywoodRomantic,Dharmatma,,0.0
Ishq Hai Ishq Hai,Jayshree Shivram,BollywoodSad,Ishq,,0.0
Ek Dil Hai,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ek Rishtaa,,0.0
Kya Mil Gaya Hay Kya Kho Gaya,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Sasural,,0.0
Mujhse Juda Hokar,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodSad,Hum Aapke Hain Koun,,0.0
Gandi Baat,"Kalpana Patowary, Mika Singh",BollywoodDance,R... Rajkumar,,0.0
Zingaat,"Ajay, Atul",BollywoodDance,Dhadak,,0.0
Tharki Chokro,Swaroop Khan,BollywoodDance,PK,,0.0
Tere Pyar Mein Dil Deewana,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Coolie No. 1,,0.0
Full Jhol,"Akasa Singh, Mika Singh",BollywoodDance,Jackpot,,0.0
Jhoom Barabar Jhoom,"Aaman Trikha, Pawni Pandey, Shabab Sabri, Vineet Singh",BollywoodDance,Policegiri,,0.0
Qayamat,"Alka Yagnik, Sukhwinder Singh",BollywoodDance,Deewane,,0.0
