Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating,similarity_factor
Punjabi Wedding Song,"Benny Dayal, Sunidhi Chauhan",BollywoodDance,Hasee Toh Phasee,,0.0
Mannat,"Keerthi Sagathia, Shreya Ghoshal, Sonu Nigam",BollywoodDance,Daawat e Ishq,,0.0
Rama Re,"Shaan, Zubeen Garg",Bollywood,Kaante,,0.0
Hoor,Atif Aslam,BollywoodSad,Hindi Medium,,0.0
Senti Wali Mental,"Amit Trivedi, Arijit Singh, Neeti Mohan, Swanand Kirkire",BollywoodDance,Shaandaar,,0.0
Pyar Kar,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Dil To Pagal Hai,,0.0
Badan Pe Sitaare,Sonu Nigam,BollywoodDanceRomantic,Fanney Khan,,0.0
Party On My Mind,"K.K., Shefali Alvares, Yo Yo Honey Singh",BollywoodDance,Race 2,,0.0
Anjaana Anjaani Ki Kahani,"Monali Thakur, Nikhil Dsouza",BollywoodSad,Anjaana Anjaani,,0.0
Ghoongte Mein Chanda,Udit Narayan,BollywoodDance,Koyla,,0.0
Behene De,"Karthik, Mohammed Irfan",BollywoodDance,Raavan,,0.0
Kuch Toh Hua Hai,Ankit Tiwari,BollywoodRomantic,Singham Returns,,0.0
Chammak Challo (Remix),"Akon, Hamsika Iyer",BollywoodDance,Ra-One,,0.0
Khol De Par,Arijit Singh,Bollywood,Hichki,,0.0
Aye Khuda,"Kshitij Tarey, Mithoon, Saim Bhat",BollywoodSad,Murder 2,,0.0
Talli Tonight,"Deep Money, Meet Bros, Mellow D, Neha Kakkar",BollywoodDance,Veerey Ki Wedding,,0.0
Mauja Hi Mauja,Mika Singh,BollywoodDance,Jab We Met,,0.0
Dhokha Dhadi,Arijit Singh,BollywoodRomantic,R... Rajkumar,,0.0
Dhoom Machale Dhoom,Aditi Singh Sharma,BollywoodDance,Dhoom 3,,0.0
Character Dheela,"Amrita Kak, Neeraj Shridhar",BollywoodDance,Ready,,0.0
Bhool Bhulaiyaa,Neeraj Shridhar,BollywoodDance,Bhool Bhulaiyaa,,0.0
Ada,Sonu Nigam,BollywoodDance,Garam Masala,,0.0
Kashmir Main Tu Kanyakumari,"Arijit Singh, Neeti Mohan, Sunidhi Chauhan",BollywoodDance,Chennai Express,,0.0
Kaala Doreya,Neha Bhasin,Bollywood,Kaalakaandi,,0.0
Jiya Lage Na,"Ravindra Upadhyay, Sona Mohapatra",BollywoodRomantic,Talaash,,0.0
Bam Lahiri,Kailash Kher,BollywoodDance,Shor in the City,,0.0
Jab Kisiki Taraf Dil,Kumar Sanu,BollywoodRomantic,Pyaar To Hona Hi Tha,,0.0
Tareefan Remix,Badshah,BollywoodDance,Veere Di Wedding,,0.0
Deewangi Deewangi,"Rahul Saxena, Shaan, Shreya Ghoshal, Sunidhi Chauhan, Udit Narayan",BollywoodDance,Om Shanti Om,,0.0
Bawara Mann,"Jubin Nautiyal, Neeti Mohan",BollywoodRomantic,Jolly LLB 2,,0.0
Asalaam-E-Ishqum,"Bappi Lahiri, Neha Bhasin",BollywoodDance,Gunday,,0.0
Banarasiya,"Anwesshaa, Meenal Jain, Shreya Ghoshal",BollywoodRomantic,Raanjhanaa,,0.0
Aaoge Jab Tum,Rashid Khan,BollywoodSad,Jab We Met,,0.0
Love Mera Hit Hit,"Neeraj Shridhar, Tulsi Kumar",BollywoodDance,Billu,,0.0
Hum Ko Tumhare Ishq Ne,Mohammed Rafi,BollywoodRomantic,Ek Musafir Ek Hasina,,0.0
Tujh Mein Rab Dikhta Hai,Roop Kumar Rathod,BollywoodRomantic,Rab Ne Bana Di Jodi,,0.0
Mor Bani Thanghat Kare,"Aditi Paul, Osman Mir",BollywoodDance,Ram-Leela,,0.0
Lootnewale,"Master Saleem, Sukhwinder Singh, Vishal Bhardwaj",BollywoodDance,Matru Ki Bijlee Ka Mandola,,0.0
Tu Zaroori,"Sharib Sabri, Sunidhi Chauhan",BollywoodRomantic,ZiD,,0.0
Aao Bachho Tumhe Dikhaye,Kavi Pradeep,BollywoodPatriotic,Jagriti,,0.0
Dekh Lena,"Arijit Singh, Tulsi Kumar",BollywoodRomantic,Tum Bin 2,,0.0
Crazy Kiya Re,Sunidhi Chauhan,BollywoodDance,Dhoom 2,,0.0
Saathiya Tune Kya Kiya,"K. S. Chithra, S.P. Balasubrahmanyam",BollywoodDance,Love,,0.0
Bas Ek Kinng,"Hard Kaur, Jaaved Jaffrey, Neeraj Shridhar",BollywoodDance,Singh Is Kingh,,0.0
Nakhriley,"Ali Zafar, Gulzar, Mahalakshmi Iyer, Shankar Mahadevan",BollywoodDance,Kill Dil,,0.0
The Padman Song,Mika Singh,BollywoodDance,Padman,,0.0
Gela Gela Gela,"Adnan Sami, Sunidhi Chauhan",BollywoodDance,Aitraaz,,0.0
Tu Milade,Ankit Tiwari,BollywoodDance,All is Well,,0.0
Wheres the Party Tonight,"Loy Mendonsa, Shaan, Shankar Mahadevan, Vasundhara Das",BollywoodDance,Kabhi Alvida Naa Kehna,,0.0
Sach Hue Sapne Apne,Asha Bhosle,BollywoodDance,Kala Bazar,,0.0
Chak Lein De,Kailash Kher,BollywoodMotivational,Chandni Chowk To China,,0.0
Helicopter,"Neha Kakkar, Tony Kakkar",BollywoodDance,Ranchi Diaries,,0.0
Ab Mujhe Koi,Rekha Bhardwaj,BollywoodSad,Ishqiya,,0.0
Tera Hi Karam,Pankaj Awasthi,BollywoodSad,Karam,,0.0
Kaara Fankaara,"A.R. Rahman, Aaryan Dinesh Kanagaratnam, Ashima Mahajan, Hard Kaur, Kaly, Paroma Dasgupta, Shashaa Tirupati",BollywoodDance,Ok Jaanu,,0.0
Rabba Meray Haal Da Mehram Tu,"Amit Mishra, Sumeet Anand",BollywoodDevotional,Guest In London,,0.0
Dil Ko Aaya Sukoon,"Hiral Brahmbhatt, Rahat Fateh Ali Khan",Bollywood,Rangrezz,,0.0
Tu Chahiye,Atif Aslam,BollywoodRomantic,Bajrangi Bhaijaan,,0.0
Tooh,"Mamta Sharma, Mika Singh, Shekhar, Vishal",BollywoodDance,Gori Tere Pyaar Mein,,0.0
Meri Ada Bhi,"Rahat Fateh Ali Khan, Tulsi Kumar",BollywoodDanceRomantic,Ready,,0.0
Sunn Raha Hai (Male),Ankit Tiwari,BollywoodSad,Aashqui 2,,0.0
Hey Shona,"Shaan, Sunidhi Chauhan",BollywoodDanceRomantic,Tara Rum Pum,,0.0
Le Gayi,Asha Bhosle,BollywoodDance,Dil Toh Pagal Hai,,0.0
Hans Mat Pagli,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Toilet Ek Prem Katha,,0.0
Toota Jo Kabhi Tara,"Atif Aslam, Sumedha Karmahe",BollywoodSad,A Flying Jatt,,0.0
Dancing Jodi,"Labh Janjua, Sunidhi Chauhan",BollywoodDance,Rab Ne Bana Di Jodi,,0.0
Galla Goriyan  Aaja Soniye,"Kanika Kapoor, Mika Singh",BollywoodDance,Baa Baa Black Sheep,,0.0
Ek Mulaqat,Jubin Nautiyal,BollywoodRomanticSad,Sonali Cable,,0.0
Piya Piya O Piya,"Pinky, Prashant, Preeti",BollywoodDance,Har Dil Jo Pyar Karega,,0.0
Chot Dil Pe Lagi,"Alisha Chinai, Kumar Sanu",BollywoodRomantic,Ishq Vishk,,0.0
Pyaar Ki Ek Kahani,"Shreya Ghosal, Sonu Nigam",BollywoodDanceRomantic,Krrish,,0.0
Mujhe Raat Din Bas,Sonu Nigam,BollywoodRomantic,Sangharsh,,0.0
Dhingana,Mikha Singh,BollywoodDance,Raees,,0.0
Dil Ka Koi Tukda,"Hariharan, Kavita Krishnamurthy",BollywoodSad,Kya Kehna,,0.0
Ji Huzoori,"Deepali, Mithoon",BollywoodRomantic,Ki & Ka,,0.0
Krazzy 4,Vishal Dadlani,BollywoodDance,Krazzy 4,,0.0
Jai Govinda Jai Gopala,Neeraj Shridhar,BollywoodDance,Bullett Raja,,0.0
Ainvayi Ainvayi,"Salim Merchant, Sunidhi Chauhan",BollywoodDance,Band Baaja Baaraat,,0.0
Baarish (Atif Aslam),Atif Aslam,BollywoodRomantic,Half Girlfriend,,0.0
Tu Meri (Remix),Vishal Dadlani,BollywoodDance,Bang bang,,0.0
Shuru Kar,"Amit Mishra, Neha Bhasin, Rochak Kohli",BollywoodDance,Aiyaary,,0.0
Titliyan,Sunidhi Chauhan,BollywoodDance,Rocky Handsome,,0.0
O O Jaane Jaana,Kamaal khan,BollywoodDance,Pyaar Kiya To Darna Kya,,0.0
Khair Mangda,Atif Aslam,BollywoodSad,A Flying Jatt,,0.0
Zara Zara Touch Me,Monali Thakur,BollywoodDanceSensual,Race,,0.0
Kudi Gujarat Di,"Akasa Singh, Jasbir Jassi, Sonia Sharma",BollywoodDance,Sweetiee Weds NRI,,0.0
Small Town Girl,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh",BollywoodDance,Bachna Ae Haseeno,,0.0
Waada Raha Sanam,"Abhijeet, Alka Yagnik",BollywoodDanceRomantic,Khiladi,,0.0
One Two Three Four,"Hamsika Iyer, Vishal Dadlani",BollywoodDance,Chennai Express,,0.0
Barso Re,Shreya Ghoshal,BollywoodDance,Guru,,0.0
Besharmi Ki Height (Remix),"Benny Dayal, Shalmali Kholgade",BollywoodDance,Main Tera Hero,,0.0
Shaam Shaandaar,Amit Trivedi,BollywoodDance,Shaandaar,,0.0
Jhumritalaiyya,"Arijit Singh, Mohan Kanan",BollywoodDance,Jagga Jasoos,,0.0
Mujhko Barsaat Bana Lo,Armaan Malik,BollywoodRomantic,Junooniyat,,0.0
Bang Bang,"Benny Dayal, Neeti Mohan",BollywoodDance,Bang bang,,0.0
Dil Mera Churaya Kyun,Kumar Sanu,BollywoodSad,Akele Hum Akele Tum,,0.0
Hookah Bar (Remix),"Aman Trikha, Himesh Reshammiya, Vineet Singh",BollywoodDance,Khiladi 786,,0.0
Jaana Ve,Arijit Singh,BollywoodRomantic,Aksar 2,,0.0
Aaya Tere Dar Par,"Ahmed Hussain, Javed Hussain, Mohd Vakil, Mohd. Hussain",BollywoodDevotional,Veer Zaara,,0.0
Katiya Karun,Harshdeep Kaur,BollywoodDance,Rockstar,,0.0
Manwa Laage,"Arijit Singh, Shreya Ghoshal",BollywoodRomantic,Happy New Year,,0.0
Bewajah,Himesh Reshammiya,BollywoodSad,Sanam Teri Kasam,,0.0
Namak Paare,"Anupam Amod, Mamta Sharma",BollywoodDance,Raja Natwarlal,,0.0
Aadat (Juda Hoke Bhi),Atif Aslam,BollywoodSad,Kalyug,,0.0
Dhup Chik,"Badshah, Raftaar",BollywoodDance,Fugly,,0.0
Kismat Se Tum Hum Ko Mile,"Anuradha Paudwal, Sonu Nigam",BollywoodSad,Pukar,,0.0
Nagada Nagada,"Javed Ali, Sonu Nigam",BollywoodDance,Jab We Met,,0.0
Hummein Tummein Jo Tha,"Palak Muchhal, Papon",BollywoodSad,Raaz Reboot,,0.0
Thoda Thoda Pyar,Sunidhi Chauhan,BollywoodDance,Love Aj Kal,,0.0
Kaun Hai Jo Sapnon Mein Aaya,Mohammed Rafi,BollywoodRomantic,Jhuk Gaya Aasman,,0.0
Pak Chik Pak,"Anand, Jolly Mukherjee, Vinod Rathod",BollywoodDanceRomantic,Raja Babu,,0.0
Jab Tumhein Aashiqui Maloom,Kumar Sanu,BollywoodRomantic,Ajnabee,,0.0
Dil Diwana,Sonu Nigam,BollywoodDance,Jawani Diwani,,0.0
Aye Manya,"Adnan Sami, Shaan",BollywoodDance,Shootout at Wadala,,0.0
Foolishq,"Armaan Malik, Shreya Ghoshal",BollywoodRomantic,Ki & Ka,,0.0
Teri Tamanna,"KK, Shilpa Rao, Zubeen Garg",BollywoodDance,The Train,,0.0
Mann Ki Lagan,Rahat Fateh Ali Khan,BollywoodSad,Paap,,0.0
Naraaz Savera Hai,Kumar Sanu,BollywoodSad,Sangharsh,,0.0
Hip Hip Huraah,Sonu Kakkar,BollywoodDance,Mere Dad Ki Maruti,,0.0
Yaad Teri Yaad,"Abhijeet Sawant, Shreya Ghoshal",BollywoodDance,Jawani Diwani: A Youthful Joyride,,0.0
Aap Aye To Khayal,Mahendra Kapoor,BollywoodRomantic,Gumrah,,0.0
O Mere Majhi Mere Sajan Hai,S. D. Burman,BollywoodSad,Bandini,,0.0
Alcoholic,Yo Yo Honey Singh,BollywoodDance,The Shaukeens,,0.0
Mujhpe Har Haseena,"Alisha Chinai, Kumar Sanu, Sonu Nigam",BollywoodDance,Ishq Vishk,,0.0
Ye Awaaz Hai,Monali Thakur,BollywoodSad,Indu Sarkar,,0.0
Ek Tu Hi Bharosa,Lata Mangeshkar,BollywoodDevotional,Pukar,,0.0
O Haseena Zulfonwale Jane Jahan,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Teesri Manzil,,0.0
Sufi Salam,Rahat Fateh Ali Khan,BollywoodRomantic,Tishnagi,,0.0
Salaam Namaste,"Kunal Ganjawala, Vasundhara Das",BollywoodDance,Salaam Namaste,,0.0
Aaur Main Khush Hoon,Ash King,BollywoodDance,Kahaani 2,,0.0
Jai Ho Tiltle Song,"Armaan Malik, Wajid",BollywoodDance,Jai Ho,,0.0
Aap Ki Ankhon Mein Kuch,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Ghar,,0.0
Happy Budday,"Shankar Mahadevan, Sukhwinder Singh",BollywoodDance,Kill Dil,,0.0
Mujhse Shaadi Karogi,"Sonu Nigam, Sunidhi Chauhan, Udit Narayan",BollywoodDance,Mujhse Shaadi Karogi,,0.0
Jiya Maine Jiya,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Khushi,,0.0
Muh Meetha Kara De,"Benny Dayal, Monali Thakur",BollywoodDance,Rabba Main Kya Karoon,,0.0
Bhaag Milky Bhaag,"Sanam Puri, Sonu Kakkar",BollywoodDance,Running Shaadi,,0.0
Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,BollywoodRomantic,Kalyug,,0.0
Ye Mera Dil Pagal Hai,"Asha Bhosle, S.P. Balasubrahmanyam",BollywoodDance,Gardish,,0.0
Yeh Jo Halki Halki Khumariya,Rahat Fateh Ali Khan,BollywoodRomantic,Son of Sardaar,,0.0
Sanam Tum Jahan Mera Dil Wahan,Asha Bhosle,BollywoodDance,Kaalia,,0.0
Aayi Re Aayi Re Khushi,Sunidhi Chauhan,BollywoodDance,Khushi,,0.0
Tere Dil Ka Rishta,Sonu Nigam,BollywoodRomantic,Koi Aap Sa,,0.0
Babuji Zara Dheere Chalo,Sonu Kakkar,BollywoodDance,Dum,,0.0
Aankhon Aankhon (Remix),Yo Yo Honey Singh,BollywoodDance,Bhaag Johnny,,0.0
Raitaa Phail Gayaa,Divya Kumar,BollywoodDance,Shaandaar,,0.0
Shikdum,"Shaan, Shreya Ghoshal",BollywoodDanceRomantic,Dhoom,,0.0
Mere Buddy,"Amitabh Bachchan, Armaan Malik",BollywoodDance,Bhoothnath,,0.0
In Lamhon Ke Daaman Mein,Javed Ali,BollywoodRomantic,Jodha Akbar,,0.0
Mera Yaar Mila De,A.R. Rahman,BollywoodSad,Saathiya,,0.0
Idhar Chala Mein Udhar Chala,"Alka Yagnik, Udit Narayan",BollywoodDance,Koi Mil Gaya,,0.0
Dil Tadap Tadap Ke Kah Raha,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Madhumati,,0.0
Desi Romance,"Arijit Singh, Suchi",BollywoodDance,Shaadi Ke Side Effects,,0.0
Chahe Zubaan,Sonu Nigam,BollywoodRomantic,Dil Hai Tumhaara,,0.0
Peer Manava,"Shraddha Pandit, Sukhwinder Singh",BollywoodDance,Black & White,,0.0
Dekho Dekho Dil Ye Bole,"Adnan Sami, Shaan",BollywoodDance,Dhamaal,,0.0
Ishq Vishq,"Kamaal khan, Sunidhi Chauhan, Suzanne D'Mello",BollywoodRomantic,Wanted,,0.0
Mere Dushman Mere Bhai,Hariharan,BollywoodSad,Border,,0.0
Mehfil Mein Bar Bar,"Alka Yagnik, Kumar Sanu",BollywoodDance,Soldier,,0.0
Koi Mil Gaya,"K. S. Chithra, Udit Narayan",BollywoodRomantic,Koi Mil Gaya,,0.0
Kaahe Chhed,"Kavita Krishnamurthy, Madhuri Dixit, Pandit Birju Maharaj",BollywoodDance,Devdas,,0.0
Namak,"Rakesh Pandit, Rekha Bhardwaj",BollywoodDance,Asoka,,0.0
Chhote Chhote Peg (Remix),"Navraj Hans, Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Sonu Ke Titu Ki Sweety,,0.0
Lakhon Hain Nigahon Mein,Mohammed Rafi,BollywoodDance,Phir Wohi Dil Laya Hoon,,0.0
Aashiyana,Salim Merchant,BollywoodDance,Fashion,,0.0
Dil Dil Deewana,"Alka Yagnik, Udit Narayan",BollywoodDance,Har Dil Jo Pyar Karega,,0.0
Moh Moh Ke Dhaage (Female),Monali Thakur,BollywoodRomance,Dum Laga Ke Haisha,,0.0
Jalebi Bai,Sunidhi Chauhan,BollywoodDance,Double Dhammal,,0.0
Hum To Bhai Jaise Hain,Lata Mangeshkar,BollywoodDance,Veer Zaara,,0.0
Chhupana Bhi Nahin Aata,Vinod Rathod,BollywoodRomantic,Baazigar,,0.0
Bawla Sa Sapna,"Chorus, Diva",BollywoodDance,Shaadi Ke Side Effects,,0.0
Chaudhvin Ka Chand,Mohammed Rafi,BollywoodRomantic,Chaudhvin Ka Chand,,0.0
Na Jane Kahan Tum The,"Manna Dey, Suman Kalyanpur",BollywoodRomantic,Zindagi Aur Khwab,,0.0
Tere Bina,Rahat Fateh Ali Khan,BollywoodRomantic,Tezz,,0.0
Falak Dekhun,Sonu Nigam,BollywoodDance,Garam Masala,,0.0
Deewana Main Chala,Udit Narayan,BollywoodDance,Pyaar Kiya To Darna Kya,,0.0
Banda Parwar,Mohammed Rafi,BollywoodDance,Phir Wohi Dil Laya Hoon,,0.0
Aisa Deewana,Sonu Nigam,BollywoodRomantic,Dil Maange More,,0.0
Kai Baar Yun Bhi Dekha Hai,Mukesh,BollywoodRomantic,Rajnigandha,,0.0
Bhangra Bistar,"Alisha Chinoy, Hard Kaur, Sunidhi Chauhan",BollywoodDance,Dil Bole Hadippa!,,0.0
Mehboob Mere,"Alka Yagnik, Sukhwinder Singh",BollywoodDance,Biwi No.1,,0.0
O Re Kaharo,"Altamash Faridi, Kalpana Patowary",BollywoodSad,Begum Jaan,,0.0
All The Best,"Antara Mitra, Rana, Soham",BollywoodDance,All The Best,,0.0
Raju Chacha,"Francis Menezes, Jatin-Lalit, Sehar, Shaan, Shraddha Pandit, Shweta Pandit, Sneha Pant",BollywoodDance,Raju Chacha,,0.0
Jatt Jaguar,"Apeksha Dandekar., Navraj Hans, Vishal Dadlani",BollywoodDance,Mubarakan,,0.0
Mere Angne Mein,Amitabh Bachchan,BollywoodDance,Laawaris,,0.0
Dil Samander,"K.K., Sunidhi Chauhan",BollywoodDance,Garam Masala,,0.0
Dance Basanti (Remix),"Anushka Manchanda, Vishal Dadlani",BollywoodDance,Ungli,,0.0
Bahut Pyar Karte Hai (Male Version),S.P. Balasubrahmanyam,BollywoodDance,Saajan,,0.0
Tonight,Suman Sridhar,BollywoodRomantic,Love Ka The End,,0.0
Talli,"Anmol Malik, Hard Kaur, Mika Singh",BollywoodDance,Ugly Aur Pagli,,0.0
Na Main Dhan Chahun,"Geeta Dutt, Sudha Malhotra",BollywoodSad,Kala Bazar,,0.0
Sukh Karta (Ganpati Aarti),Amit Mishra,BollywoodDevotional,Atithi Tum Kab Jaoge,,0.0
Vadiya,Amit Trivedi,BollywoodDance,Udta Punjab,,0.0
Ranga Re,Shreya Ghoshal,BollywoodDance,Tutak Tutak Tutiya,,0.0
Aye Zindagi Gale Lagaa Le,Suresh Wadkar,BollywoodRomantic,Sadma,,0.0
Humka Peeni Hai,"Master Saleem, Shabab Sabri, Wajid",BollywoodDance,Dabangg,,0.0
Humka Peeni Hai Peeni,"Master Saleem, Shabab Sabri",BollywoodDance,Dabangg,,0.0
Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Yaariyan,,0.0
Surmayee Ankhiyon Mein,"Ilaiyaraaja, K.J. Yesudas",BollywoodRomantic,Sadma,,0.0
Mohabbat Ke,"Himesh Reshammiya, Tulsi Kumar",BollywoodDance,Aksar,,0.0
Aisa Jadoo,Sunidhi Chauhan,BollywoodDance,Khakee,,0.0
Dum Dum Diga Diga,Mukesh,BollywoodDance,Chhalia,,0.0
Meri Aawargi,Himesh Reshammiya,BollywoodDance,Good Boy Bad Boy,,0.0
Engine Ki Seeti,"Resmi Sateesh, Sunidhi Chauhan",BollywoodDance,Khoobsurat,,0.0
Pyaar Se Pyaar,Abhijeet,BollywoodDance,Raaz,,0.0
Mehfooz,Yasser Desai,BollywoodRomanticSad,Tera Intezaar,,0.0
Chikni Chameli,Shreya Ghoshal,BollywoodDance,Agneepath,,0.0
Zor Ka Jhatka Haye (Remix),"Master Saleem, Richa Sharma",BollywoodDance,Action Replayy,,0.0
Beech Beech Mein,"Arijit Singh, Shalmali Kholgade, Shefali Alvares",BollywoodDance,Jab Harry Met Sejal,,0.0
Right Now Now,"Sunidhi Chauhan, Suzanne D'Mello, Wajid",BollywoodDance,Housefull 2,,0.0
Saanwali Si Ek Ladki,Udit Narayan,BollywoodRomantic,Mujhse Dosti Karoge!,,0.0
Tum Itna Jo Muskura Rahe Ho,Jagjit Singh,BollywoodRomantic,Arth,,0.0
Tujhse Naaraz Nahi Zindagi,Anup Ghoshal,BollywoodSad,Masoom,,0.0
Kisi Se Pyar Ho Jaye,Jubin Nautiyal,BollywoodDanceRomantic,Kaabil,,0.0
Badnaamiyan,Armaan Malik,BollywoodRomantic,Hate Story 4,,0.0
Pyar Ke Liye,Alka Yagnik,BollywoodRomantic,Dil Kya Kare,,0.0
Chad Gayi Hai,"Jigar, Sachin Sanghvi, Vishal Dadlani",BollywoodDance,Gold,,0.0
Tu Tu Hai Wahi,"Asha Bhosle, Kishore Kumar",BollywoodRomantic,Yeh Vaada Raha,,0.0
Birthday Bash,"Alfaaz, Yo Yo Honey Singh",BollywoodDance,Dilliwaali Zaalim Girlfriend,,0.0
Hum Mar Jayenge,"Arijit Singh, Tulsi Kumar",BollywoodSad,Aashiqui 2,,0.0
Ho Gaya Hai Tujhko To Pyar Sajna,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Dilwale Dulhania Le Jayenge,,0.0
Suraj Hua Maddham,"Alka Yagnik, Sonu Nigam",Bollywood,Kabhi Khushi Kabhie Gham,,0.0
Aa Toh Sahii,"Meet Bros, Neha Kakkar",BollywoodDance,Judwaa 2,,0.0
Bhar Do Jholi Meri,Adnan Sami,BollywoodDevotional,Bajrangi Bhaijaan,,0.0
Dil Leke,"Shaan, Shreya Ghoshal",BollywoodDanceRomantic,Wanted,,0.0
Badi Mushkil Hai,Abhijeet,BollywoodRomance,Anjaam,,0.0
I Wanna Tera Ishq,"Shivangi Bhayana, Shivranjani Singh",BollywoodDance,Great Grand Masti,,0.0
Veerey Ki Wedding,Navraj Hans,BollywoodDance,Veerey Ki Wedding,,0.0
Tere Jaisa,"Arko, Tulsi Kumar",BollywoodRomantic,Satyameva Jayate,,0.0
Ek Pal Ka Jeena,Lucky Ali,BollywoodDance,Kaho Naa.... Pyaar Hai,,0.0
Bloody Hell,Sunidhi Chauhan,BollywoodDance,Rangoon,,0.0
Ye Dosti Hum Nahi Todenge,"Kishore Kumar, Manna Dey",Bollywood,Sholay,,0.0
Daata Tu,Shreya Ghoshal,BollywoodMotivational,Tiger Zinda Hai,,0.0
Larki Deewani Dekho,"Sunidhi Chauhan, Udit Narayan",Bollywood,Shastra,,0.0
Matargashti,Mohit Chauhan,BollywoodDance,Tamasha,,0.0
Gold Tamba,Nakash Aziz,BollywoodDance,Batti Gul Meter Chalu,,0.0
I Dont Luv U,"Monali Thakur, Neuman Pinto",BollywoodDance,I Don't Luv U,,0.0
Bas Tu Hai,"Arijit Singh, Jonita Gandhi",BollywoodRomanticSad,3 Storeys,,0.0
Gori Tu Latth Maar,"Palak Muchhal, Sonu Nigam",BollywoodRomantic,Toilet Ek Prem Katha,,0.0
Yeh Mera Diwanapan Hai,Mukesh,BollywoodSad,Yahudi,,0.0
Chandralekha,"Jonita Gandhi, Vishal Dadlani",BollywoodDance,A Gentleman,,0.0
Tere Thumke Sapna Chaudhary,"Gunwant Sen, Khushboo Jain, Saumya Upadhyay",BollywoodDance,Nanu Ki Jaanu,,0.0
Maar Daala,Kavita Krishnamurthy,BollywoodDance,Devdas,,0.0
Dance Basanti,"Anushka Manchanda, Vishal Dadlani",BollywoodDance,Ungli,,0.0
O Janiya,Neha Kakkar,BollywoodDance,Force 2,,0.0
Ek Dil Ek Jaan,Shivam Pathak,BollywoodRomantic,Padmaavat,,0.0
Mat Ro Mata Lal Tere,Manna Dey,BollywoodSad,Bandini,,0.0
Sleepy Sleepy Akiyaan,"Asees Kaur, Yasser Desai",BollywoodDance,Bhaiaji Superhit,,0.0
Sadda Move,"Diljit Dosanjh, Pardeep Singh Sran",BollywoodDance,Raabta,,0.0
Sheila Ki Jawani,"Sunidhi Chauhan, Vishal Dadlani",BollywoodDance,Tees Maar Khan,,0.0
Tum Ko Dekha To Yeh Khayal Aya,"Chitra Singh, Jagjit Singh",BollywoodRomantic,Saath Saath,,0.0
Lakk Mera Hit,"Mannat Noor, Rochak Kohli, Sukriti Kakar",BollywoodDance,Sonu Ke Titu Ki Sweety,,0.0
Radha,"Shahid Mallya, Sunidhi Chauhan",BollywoodRomantic,Jab Harry Met Sejal,,0.0
Teri Meri Prem Kahani,"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodSad,Bodyguard,,0.0
Ghagra,"Rehka Bharadwaj, Vishal Dadlani",BollywoodDance,Yeh Jawaani Hai Deewani,,0.0
Are Re Are,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dil To Pagal Hai,,0.0
Lagdi Hai Thaai,"Guru Randhawa, Jonita Gandhi",BollywoodDance,Simran,,0.0
Bol Do Na Zara,Armaan Malik,BollywoodRomantic,Azhar,,0.0
Mehndi Laga Ke Rakhna,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dilwale Dulhania Le Jayenge,,0.0
Naiyn Tere Zuke Zuke (Sad),Pamela Jain,BollywoodDance,Khelein Hum Jee Jaan Sey,,0.0
Ittefaq Se Raat Baaki,"Jubin Nautiyal, Nikhita Gandhi",BollywoodDance,Ittefaq,,0.0
Intezaar,Shreya Ghoshal,BollywoodSad,Tera Intezaar,,0.0
Ek Thi Ladki Meri Saheli,Asha Bhosle,BollywoodDance,Gumrah,,0.0
Sata Le Ae Jahan,Mukesh,BollywoodSad,Sasural,,0.0
Happy Happy,"Aastha Gill, Badshah",Bollywood,Blackmail,,0.0
Kasam Ki Kasam,"K. S. Chithra, Shaan",BollywoodRomanticSad,Main Prem Ki Diwani Hoon,,0.0
Jay-Jaykara,Kailash Kher,BollywoodSad,Baahubali 2 - The Conclusion,,0.0
O Janewale Ho Sake To Laut Ke Aana,Mukesh,BollywoodSad,Bandini,,0.0
Nachde Ne Saare,"Harshdeep Kaur, Jasleen Royal, Siddharth Mahadevan",BollywoodDance,Baar Baar Dekho,,0.0
Ishq Bina,"A.R. Rahman, Anuradha Sriram, Sonu Nigam, Sujatha Mohan",BollywoodRomantic,Taal,,0.0
Afsana,"Himesh Reshammiya, Tulsi Kumar",BollywoodDance,Dil Diya Hai,,0.0
Lipstick Laga Ke,"Payal Dev, Shaan",BollywoodDance,Great Grand Masti,,0.0
Twist,Neeraj Shridhar,BollywoodDance,Love Aj Kal,,0.0
Bismillah,Kailash Kher,BollywoodSad,Aazaan,,0.0
